,name,characters,type,json,len
1252,混乱宴会,"chef,noble,savant,mathematician,dreamer,chambermaid,drunk,lunatic,spy,widow,legion,lil_monsta,duchess",teensy,"[{""id"": ""_meta"", ""name"": ""\u6df7\u4e71\u5bb4\u4f1a"", ""author"": ""\u6b27\u6c14""}, {""id"": ""chef""}, {""id"": ""noble""}, {""id"": ""savant""}, {""id"": ""mathematician""}, {""id"": ""dreamer""}, {""id"": ""chambermaid""}, {""id"": ""drunk""}, {""id"": ""lunatic""}, {""id"": ""spy""}, {""id"": ""widow""}, {""id"": ""legion""}, {""id"": ""lil_monsta""}, {""id"": ""duchess""}]",13
1253,High Noon (Hard Version),"pixie,snake_charmer,philosopher,professor,slayer,cannibal,moonchild,recluse,marionette,evil_twin,zombuul,legion,sentinel",teensy,"[{""id"": ""_meta"", ""name"": ""High Noon (Hard Version)"", ""author"": ""Stephen Dewey""}, {""id"": ""pixie""}, {""id"": ""snake_charmer""}, {""id"": ""philosopher""}, {""id"": ""professor""}, {""id"": ""slayer""}, {""id"": ""cannibal""}, {""id"": ""moonchild""}, {""id"": ""recluse""}, {""id"": ""marionette""}, {""id"": ""evil_twin""}, {""id"": ""zombuul""}, {""id"": ""legion""}, {""id"": ""sentinel""}]",13
1254,High Noon (Easy Version),"pixie,snake_charmer,philosopher,professor,slayer,cannibal,moonchild,recluse,marionette,evil_twin,zombuul,sentinel",teensy,"[{""id"": ""_meta"", ""name"": ""High Noon (Easy Version)"", ""author"": ""Stephen Dewey""}, {""id"": ""pixie""}, {""id"": ""snake_charmer""}, {""id"": ""philosopher""}, {""id"": ""professor""}, {""id"": ""slayer""}, {""id"": ""cannibal""}, {""id"": ""moonchild""}, {""id"": ""recluse""}, {""id"": ""marionette""}, {""id"": ""evil_twin""}, {""id"": ""zombuul""}, {""id"": ""sentinel""}]",12
1255,The One Time Chef Can Shine,"empath,poppy_grower,pacifist,town_crier,chef,slayer,lunatic,drunk,legion",teensy,"[{""id"": ""_meta"", ""name"": """", ""author"": """"}, {""id"": ""empath""}, {""id"": ""poppy_grower""}, {""id"": ""pacifist""}, {""id"": ""town_crier""}, {""id"": ""chef""}, {""id"": ""slayer""}, {""id"": ""lunatic""}, {""id"": ""drunk""}, {""id"": ""legion""}]",9
1256,General in Charge,"empath,general,fortune_teller,snake_charmer,juggler,artist,lunatic,puzzlemaster,widow,cerenovus,leviathan,sentinel,storm_catcher",teensy,"[{""id"": ""_meta"", ""name"": ""General in Charge"", ""author"": ""Termateddy""}, {""id"": ""empath""}, {""id"": ""general""}, {""id"": ""fortune_teller""}, {""id"": ""snake_charmer""}, {""id"": ""juggler""}, {""id"": ""artist""}, {""id"": ""lunatic""}, {""id"": ""puzzlemaster""}, {""id"": ""widow""}, {""id"": ""cerenovus""}, {""id"": ""leviathan""}, {""id"": ""sentinel""}, {""id"": ""storm_catcher""}]",13
1257,Dual Category,"pixie,lycanthrope,undertaker,seamstress,nightwatchman,ravenkeeper,alchemist,klutz,lunatic,evil_twin,marionette,no_dashii,sentinel",teensy,"[{""id"": ""_meta"", ""name"": ""Dual Category"", ""author"": ""themeeman""}, {""id"": ""pixie""}, {""id"": ""lycanthrope""}, {""id"": ""undertaker""}, {""id"": ""seamstress""}, {""id"": ""nightwatchman""}, {""id"": ""ravenkeeper""}, {""id"": ""alchemist""}, {""id"": ""klutz""}, {""id"": ""lunatic""}, {""id"": ""evil_twin""}, {""id"": ""marionette""}, {""id"": ""no_dashii""}, {""id"": ""sentinel""}]",13
1258,No One Can Be Trusted,"atheist,fisherman,fortune_teller,dreamer,snake_charmer,philosopher,drunk,lunatic,poisoner,cerenovus,goblin,lleech,sentinel",teensy,"[{""id"": ""_meta"", ""name"": ""No One Can Be Trusted"", ""author"": ""Derinkuyu""}, {""id"": ""atheist""}, {""id"": ""fisherman""}, {""id"": ""fortune_teller""}, {""id"": ""dreamer""}, {""id"": ""snake_charmer""}, {""id"": ""philosopher""}, {""id"": ""drunk""}, {""id"": ""lunatic""}, {""id"": ""poisoner""}, {""id"": ""cerenovus""}, {""id"": ""goblin""}, {""id"": ""lleech""}, {""id"": ""sentinel""}]",13
1259,Tangled and Complicated,"grandmother,artist,dreamer,savant,philosopher,cannibal,lunatic,heretic,poisoner,marionette,no_dashii,sentinel",teensy,"[{""id"": ""_meta"", ""name"": ""Tangled and Complicated"", ""author"": ""Derinkuyu""}, {""id"": ""grandmother""}, {""id"": ""artist""}, {""id"": ""dreamer""}, {""id"": ""savant""}, {""id"": ""philosopher""}, {""id"": ""cannibal""}, {""id"": ""lunatic""}, {""id"": ""heretic""}, {""id"": ""poisoner""}, {""id"": ""marionette""}, {""id"": ""no_dashii""}, {""id"": ""sentinel""}]",12
1260,Nothing makes sense,"artist,dreamer,philosopher,sage,snake_charmer,pixie,mutant,sweetheart,cerenovus,witch,vigormortis,sentinel",teensy,"[{""id"": ""_meta"", ""name"": ""Nothing Makes sense 1.2"", ""author"": """"}, {""id"": ""artist""}, {""id"": ""dreamer""}, {""id"": ""philosopher""}, {""id"": ""sage""}, {""id"": ""snake_charmer""}, {""id"": ""pixie""}, {""id"": ""mutant""}, {""id"": ""sweetheart""}, {""id"": ""cerenovus""}, {""id"": ""witch""}, {""id"": ""vigormortis""}, {""id"": ""sentinel""}]",12
1261,Fright Night,"cannibal,fisherman,pixie,undertaker,mayor,atheist,golem,drunk,boomdandy,psychopath,al-hadikhia",teensy,"[{""id"": ""_meta"", ""name"": ""Fright Night"", ""author"": ""Fantasy""}, {""id"": ""cannibal""}, {""id"": ""fisherman""}, {""id"": ""pixie""}, {""id"": ""undertaker""}, {""id"": ""mayor""}, {""id"": ""atheist""}, {""id"": ""golem""}, {""id"": ""drunk""}, {""id"": ""boomdandy""}, {""id"": ""psychopath""}, {""id"": ""al-hadikhia""}]",11
1262,"Who Can You Trust, Jr.","sage,innkeeper,fortune_teller,empath,dreamer,investigator,lunatic,drunk,marionette,evil_twin,al-hadikhia,djinn,sentinel",teensy,"[{""id"": ""_meta"", ""name"": """", ""author"": """"}, {""id"": ""sage""}, {""id"": ""innkeeper""}, {""id"": ""fortune_teller""}, {""id"": ""empath""}, {""id"": ""dreamer""}, {""id"": ""investigator""}, {""id"": ""lunatic""}, {""id"": ""drunk""}, {""id"": ""marionette""}, {""id"": ""evil_twin""}, {""id"": ""al-hadikhia""}, {""id"": ""djinn""}, {""id"": ""sentinel""}]",13
1263,TIGHT - ROAP,"noble,lycanthrope,balloonist,town_crier,ravenkeeper,pacifist,klutz,recluse,evil_twin,marionette,leviathan",teensy,"[{""id"": ""_meta"", ""name"": ""TIGHT-ROAP"", ""author"": ""TZA""}, {""id"": ""noble""}, {""id"": ""lycanthrope""}, {""id"": ""balloonist""}, {""id"": ""town_crier""}, {""id"": ""ravenkeeper""}, {""id"": ""pacifist""}, {""id"": ""klutz""}, {""id"": ""recluse""}, {""id"": ""evil_twin""}, {""id"": ""marionette""}, {""id"": ""leviathan""}]",11
1264,Who is poisoned,"artist,chambermaid,investigator,juggler,nightwatchman,pixie,klutz,lunatic,scarlet_woman,marionette,no_dashii",teensy,"[{""id"": ""_meta"", ""name"": ""Who is poisoned""}, {""id"": ""artist""}, {""id"": ""chambermaid""}, {""id"": ""investigator""}, {""id"": ""juggler""}, {""id"": ""nightwatchman""}, {""id"": ""pixie""}, {""id"": ""klutz""}, {""id"": ""lunatic""}, {""id"": ""scarlet_woman""}, {""id"": ""marionette""}, {""id"": ""no_dashii""}]",11
1265,Yes Greater Joy,"clockmaker,empath,dreamer,artist,sage,mayor,klutz,drunk,widow,baron,imp",teensy,"[{""id"": ""_meta"", ""name"": ""Yes Greater Joy"", ""author"": ""Teddy""}, {""id"": ""clockmaker""}, {""id"": ""empath""}, {""id"": ""dreamer""}, {""id"": ""artist""}, {""id"": ""sage""}, {""id"": ""mayor""}, {""id"": ""klutz""}, {""id"": ""drunk""}, {""id"": ""widow""}, {""id"": ""baron""}, {""id"": ""imp""}]",11
1266,Comrade Demon,"noble,investigator,empath,dreamer,nightwatchman,fisherman,moonchild,barber,lunatic,spy,marionette,pukka,lil_monsta,revolutionary,sentinel",teensy,"[{""id"": ""_meta"", ""name"": ""Comrade Demon (+Revolutionary) v 1.9"", ""author"": ""Zets""}, {""id"": ""noble""}, {""id"": ""investigator""}, {""id"": ""empath""}, {""id"": ""dreamer""}, {""id"": ""nightwatchman""}, {""id"": ""fisherman""}, {""id"": ""moonchild""}, {""id"": ""barber""}, {""id"": ""lunatic""}, {""id"": ""spy""}, {""id"": ""marionette""}, {""id"": ""pukka""}, {""id"": ""lil_monsta""}, {""id"": ""revolutionary""}, {""id"": ""sentinel""}]",15
1267,A Shot In The Dark,"investigator,dreamer,empath,fisherman,sage,slayer,recluse,lunatic,poisoner,fearmonger,imp,lil_monsta,sentinel",teensy,"[{""id"": ""_meta"", ""name"": ""A Shot in the Dark"", ""author"": ""Howezy""}, {""id"": ""investigator""}, {""id"": ""dreamer""}, {""id"": ""empath""}, {""id"": ""fisherman""}, {""id"": ""sage""}, {""id"": ""slayer""}, {""id"": ""recluse""}, {""id"": ""lunatic""}, {""id"": ""poisoner""}, {""id"": ""fearmonger""}, {""id"": ""imp""}, {""id"": ""lil_monsta""}, {""id"": ""sentinel""}]",13
1268,Win... Is it？Lite,"ravenkeeper,slayer,snake_charmer,artist,farmer,cannibal,heretic,puzzlemaster,marionette,poisoner,fang_gu,sentinel",teensy,"[{""id"": ""_meta"", ""name"": ""Win... Is it\uff1fLite"", ""author"": """"}, {""id"": ""ravenkeeper""}, {""id"": ""slayer""}, {""id"": ""snake_charmer""}, {""id"": ""artist""}, {""id"": ""farmer""}, {""id"": ""cannibal""}, {""id"": ""heretic""}, {""id"": ""puzzlemaster""}, {""id"": ""marionette""}, {""id"": ""poisoner""}, {""id"": ""fang_gu""}, {""id"": ""sentinel""}]",12
1269,Reversi Lite,"chambermaid,snake_charmer,fisherman,slayer,alchemist,atheist,heretic,barber,goblin,pit-hag,lleech",teensy,"[{""id"": ""_meta"", ""name"": ""Reversi Lite"", ""author"": """"}, {""id"": ""chambermaid""}, {""id"": ""snake_charmer""}, {""id"": ""fisherman""}, {""id"": ""slayer""}, {""id"": ""alchemist""}, {""id"": ""atheist""}, {""id"": ""heretic""}, {""id"": ""barber""}, {""id"": ""goblin""}, {""id"": ""pit-hag""}, {""id"": ""lleech""}]",11
1270,Guess Who,"artist,chambermaid,clockmaker,courtier,dreamer,savant,drunk,lunatic,mutant,scarlet_woman,mastermind,poisoner,no_dashii,pukka,vortox,sentinel",teensy,"[{""id"": ""_meta"", ""name"": ""Guess Who"", ""author"": ""Doctor K""}, {""id"": ""artist""}, {""id"": ""chambermaid""}, {""id"": ""clockmaker""}, {""id"": ""courtier""}, {""id"": ""dreamer""}, {""id"": ""savant""}, {""id"": ""drunk""}, {""id"": ""lunatic""}, {""id"": ""mutant""}, {""id"": ""scarlet_woman""}, {""id"": ""mastermind""}, {""id"": ""poisoner""}, {""id"": ""no_dashii""}, {""id"": ""pukka""}, {""id"": ""vortox""}, {""id"": ""sentinel""}]",16
1271,M.A.D.,"investigator,pixie,sailor,snake_charmer,juggler,courtier,mutant,barber,cerenovus,pit-hag,evil_twin,lil_monsta",teensy,"[{""id"": ""_meta"", ""name"": ""M.A.D."", ""author"": ""Termateddy""}, {""id"": ""investigator""}, {""id"": ""pixie""}, {""id"": ""sailor""}, {""id"": ""snake_charmer""}, {""id"": ""juggler""}, {""id"": ""courtier""}, {""id"": ""mutant""}, {""id"": ""barber""}, {""id"": ""cerenovus""}, {""id"": ""pit-hag""}, {""id"": ""evil_twin""}, {""id"": ""lil_monsta""}]",12
1272,The Doomsday Cult,"clockmaker,chambermaid,snake_charmer,cult_leader,seamstress,philosopher,drunk,lunatic,cerenovus,marionette,leviathan,sentinel",teensy,"[{""id"": ""_meta"", ""name"": ""The Doomsday Cult"", ""author"": ""Termateddy""}, {""id"": ""clockmaker""}, {""id"": ""chambermaid""}, {""id"": ""snake_charmer""}, {""id"": ""cult_leader""}, {""id"": ""seamstress""}, {""id"": ""philosopher""}, {""id"": ""drunk""}, {""id"": ""lunatic""}, {""id"": ""cerenovus""}, {""id"": ""marionette""}, {""id"": ""leviathan""}, {""id"": ""sentinel""}]",12
1273,The Dead Don’t Die,"noble,sailor,juggler,slayer,fool,tea_lady,drunk,barber,witch,psychopath,zombuul",teensy,"[{""id"": ""_meta"", ""name"": ""The Dead Don't Die"", ""author"": ""Termateddy""}, {""id"": ""noble""}, {""id"": ""sailor""}, {""id"": ""juggler""}, {""id"": ""slayer""}, {""id"": ""fool""}, {""id"": ""tea_lady""}, {""id"": ""drunk""}, {""id"": ""barber""}, {""id"": ""witch""}, {""id"": ""psychopath""}, {""id"": ""zombuul""}]",11
1274,Bad Neighbours,"clockmaker,pixie,empath,chambermaid,snake_charmer,juggler,drunk,lunatic,goblin,scarlet_woman,pukka,sentinel",teensy,"[{""id"": ""_meta"", ""name"": ""Bad Neighbours"", ""author"": ""Termateddy""}, {""id"": ""clockmaker""}, {""id"": ""pixie""}, {""id"": ""empath""}, {""id"": ""chambermaid""}, {""id"": ""snake_charmer""}, {""id"": ""juggler""}, {""id"": ""drunk""}, {""id"": ""lunatic""}, {""id"": ""goblin""}, {""id"": ""scarlet_woman""}, {""id"": ""pukka""}, {""id"": ""sentinel""}]",12
1275,O.S. This Can't Be Happening V.3,"philosopher,professor,sailor,monk,artist,slayer,goon,golem,marionette,poisoner,devils_advocate,zombuul,fang_gu,sentinel",teensy,"[{""id"": ""_meta"", ""name"": ""O.S.ThisCan'tBeHappeningV.3"", ""author"": ""BradFortner""}, {""id"": ""philosopher""}, {""id"": ""professor""}, {""id"": ""sailor""}, {""id"": ""monk""}, {""id"": ""artist""}, {""id"": ""slayer""}, {""id"": ""goon""}, {""id"": ""golem""}, {""id"": ""marionette""}, {""id"": ""poisoner""}, {""id"": ""devils_advocate""}, {""id"": ""zombuul""}, {""id"": ""fang_gu""}, {""id"": ""sentinel""}]",14
1276,T1000,"clockmaker,pixie,snake_charmer,town_crier,gambler,farmer,recluse,drunk,godfather,spy,imp",teensy,"[{""id"": ""_meta"", ""name"": ""T1000""}, {""id"": ""clockmaker""}, {""id"": ""pixie""}, {""id"": ""snake_charmer""}, {""id"": ""town_crier""}, {""id"": ""gambler""}, {""id"": ""farmer""}, {""id"": ""recluse""}, {""id"": ""drunk""}, {""id"": ""godfather""}, {""id"": ""spy""}, {""id"": ""imp""}]",11
1277,Charmed Truly,"clockmaker,pixie,snake_charmer,artist,slayer,mayor,barber,lunatic,poisoner,scarlet_woman,imp",teensy,"[{""id"": ""_meta"", ""name"": ""Charmed Truly"", ""author"": ""Taylor""}, {""id"": ""clockmaker""}, {""id"": ""pixie""}, {""id"": ""snake_charmer""}, {""id"": ""artist""}, {""id"": ""slayer""}, {""id"": ""mayor""}, {""id"": ""barber""}, {""id"": ""lunatic""}, {""id"": ""poisoner""}, {""id"": ""scarlet_woman""}, {""id"": ""imp""}]",11
1278,Host With The Most,"fortune_teller,pixie,dreamer,grandmother,artist,slayer,mutant,moonchild,devils_advocate,marionette,lleech,sentinel",teensy,"[{""id"": ""_meta"", ""name"": ""Host With The Most""}, {""id"": ""fortune_teller""}, {""id"": ""pixie""}, {""id"": ""dreamer""}, {""id"": ""grandmother""}, {""id"": ""artist""}, {""id"": ""slayer""}, {""id"": ""mutant""}, {""id"": ""moonchild""}, {""id"": ""devils_advocate""}, {""id"": ""marionette""}, {""id"": ""lleech""}, {""id"": ""sentinel""}]",12
1279,O.S. This Can't Be Happening V.2,"philosopher,professor,sailor,monk,artist,slayer,goon,golem,poisoner,devils_advocate,zombuul,fang_gu,sentinel",teensy,"[{""id"": ""_meta"", ""name"": ""O.S. This Can't Be Happening V.2""}, {""id"": ""philosopher""}, {""id"": ""professor""}, {""id"": ""sailor""}, {""id"": ""monk""}, {""id"": ""artist""}, {""id"": ""slayer""}, {""id"": ""goon""}, {""id"": ""golem""}, {""id"": ""poisoner""}, {""id"": ""devils_advocate""}, {""id"": ""zombuul""}, {""id"": ""fang_gu""}, {""id"": ""sentinel""}]",13
1280,Sleeping Dogs,"librarian,mathematician,monk,oracle,ravenkeeper,mayor,drunk,mutant,poisoner,pit-hag,vigormortis",teensy,"[{""id"": ""_meta"", ""name"": ""Sleeping Dogs""}, {""id"": ""librarian""}, {""id"": ""mathematician""}, {""id"": ""monk""}, {""id"": ""oracle""}, {""id"": ""ravenkeeper""}, {""id"": ""mayor""}, {""id"": ""drunk""}, {""id"": ""mutant""}, {""id"": ""poisoner""}, {""id"": ""pit-hag""}, {""id"": ""vigormortis""}]",11
1281,Night of the Living Bread,"chef,chambermaid,oracle,undertaker,seamstress,ravenkeeper,barber,damsel,poisoner,pit-hag,vigormortis",teensy,"[{""id"": ""_meta"", ""name"": ""Night of the Living Bread""}, {""id"": ""chef""}, {""id"": ""chambermaid""}, {""id"": ""oracle""}, {""id"": ""undertaker""}, {""id"": ""seamstress""}, {""id"": ""ravenkeeper""}, {""id"": ""barber""}, {""id"": ""damsel""}, {""id"": ""poisoner""}, {""id"": ""pit-hag""}, {""id"": ""vigormortis""}]",11
1282,Tiny killing,"sailor,gossip,poppy_grower,snake_charmer,fortune_teller,grandmother,tinker,saint,goblin,godfather,zombuul",teensy,"[{""id"": ""_meta"", ""name"": ""Tiny killing""}, {""id"": ""sailor""}, {""id"": ""gossip""}, {""id"": ""poppy_grower""}, {""id"": ""snake_charmer""}, {""id"": ""fortune_teller""}, {""id"": ""grandmother""}, {""id"": ""tinker""}, {""id"": ""saint""}, {""id"": ""goblin""}, {""id"": ""godfather""}, {""id"": ""zombuul""}]",11
1283,Never Ending Hell,"librarian,empath,fortune_teller,flowergirl,slayer,artist,lunatic,tinker,mastermind,scarlet_woman,lleech",teensy,"[{""id"": ""_meta"", ""name"": ""Never Ending Hell""}, {""id"": ""librarian""}, {""id"": ""empath""}, {""id"": ""fortune_teller""}, {""id"": ""flowergirl""}, {""id"": ""slayer""}, {""id"": ""artist""}, {""id"": ""lunatic""}, {""id"": ""tinker""}, {""id"": ""mastermind""}, {""id"": ""scarlet_woman""}, {""id"": ""lleech""}]",11
1284,Strangers,"pixie,preacher,general,fisherman,nightwatchman,cannibal,politician,puzzlemaster,widow,goblin,leviathan",teensy,"[{""id"": ""_meta"", ""name"": ""Strangers""}, {""id"": ""pixie""}, {""id"": ""preacher""}, {""id"": ""general""}, {""id"": ""fisherman""}, {""id"": ""nightwatchman""}, {""id"": ""cannibal""}, {""id"": ""politician""}, {""id"": ""puzzlemaster""}, {""id"": ""widow""}, {""id"": ""goblin""}, {""id"": ""leviathan""}]",11
1285,Strange Demise,"gossip,dreamer,gambler,monk,professor,soldier,drunk,mutant,godfather,poisoner,imp,zombuul,djinn",teensy,"[{""id"": ""_meta"", ""name"": ""Strange Demise""}, {""id"": ""gossip""}, {""id"": ""dreamer""}, {""id"": ""gambler""}, {""id"": ""monk""}, {""id"": ""professor""}, {""id"": ""soldier""}, {""id"": ""drunk""}, {""id"": ""mutant""}, {""id"": ""godfather""}, {""id"": ""poisoner""}, {""id"": ""imp""}, {""id"": ""zombuul""}, {""id"": ""djinn""}]",13
1286,Oops all heretics!,"philosopher,huntsman,heretic,damsel,pit-hag,fang_gu,barista,apprentice",teensy,"[{""id"": ""_meta"", ""name"": ""Oops all heretics!""}, {""id"": ""philosopher""}, {""id"": ""huntsman""}, {""id"": ""heretic""}, {""id"": ""damsel""}, {""id"": ""pit-hag""}, {""id"": ""fang_gu""}, {""id"": ""barista""}, {""id"": ""apprentice""}]",8
1287,a tiny problem,"lycanthrope,pixie,town_crier,dreamer,artist,chef,puzzlemaster,mutant,marionette,poisoner,mastermind,lil_monsta",teensy,"[{""id"": ""_meta"", ""name"": ""a tiny problem""}, {""id"": ""lycanthrope""}, {""id"": ""pixie""}, {""id"": ""town_crier""}, {""id"": ""dreamer""}, {""id"": ""artist""}, {""id"": ""chef""}, {""id"": ""puzzlemaster""}, {""id"": ""mutant""}, {""id"": ""marionette""}, {""id"": ""poisoner""}, {""id"": ""mastermind""}, {""id"": ""lil_monsta""}]",12
1288,Still Alive,"pixie,sailor,town_crier,oracle,professor,tea_lady,lunatic,mutant,cerenovus,devils_advocate,zombuul,fibbin",teensy,"[{""id"": ""_meta"", ""name"": ""Still Alive""}, {""id"": ""pixie""}, {""id"": ""sailor""}, {""id"": ""town_crier""}, {""id"": ""oracle""}, {""id"": ""professor""}, {""id"": ""tea_lady""}, {""id"": ""lunatic""}, {""id"": ""mutant""}, {""id"": ""cerenovus""}, {""id"": ""devils_advocate""}, {""id"": ""zombuul""}, {""id"": ""fibbin""}]",12
1289,O.S. This Can't Be Happening,"philosopher,professor,chambermaid,monk,artist,slayer,goon,golem,poisoner,godfather,zombuul,vigormortis,fang_gu",teensy,"[{""id"": ""_meta"", ""name"": ""O.S. This Can't Be Happening""}, {""id"": ""philosopher""}, {""id"": ""professor""}, {""id"": ""chambermaid""}, {""id"": ""monk""}, {""id"": ""artist""}, {""id"": ""slayer""}, {""id"": ""goon""}, {""id"": ""golem""}, {""id"": ""poisoner""}, {""id"": ""godfather""}, {""id"": ""zombuul""}, {""id"": ""vigormortis""}, {""id"": ""fang_gu""}]",13
1290,Blazing 8's,"balloonist,preacher,sailor,snake_charmer,fortune_teller,undertaker,lunatic,saint,cerenovus,poisoner,leviathan",teensy,"[{""id"": ""_meta"", ""name"": ""Blazing 8's""}, {""id"": ""balloonist""}, {""id"": ""preacher""}, {""id"": ""sailor""}, {""id"": ""snake_charmer""}, {""id"": ""fortune_teller""}, {""id"": ""undertaker""}, {""id"": ""lunatic""}, {""id"": ""saint""}, {""id"": ""cerenovus""}, {""id"": ""poisoner""}, {""id"": ""leviathan""}]",11
1291,Murphy's Law,"mayor,pacifist,slayer,empath,fool,atheist,tinker,recluse,cerenovus,boomdandy,shabaloth,harlot,scapegoat,toymaker",teensy,"[{""id"": ""_meta"", ""name"": ""Murphy's Law""}, {""id"": ""mayor""}, {""id"": ""pacifist""}, {""id"": ""slayer""}, {""id"": ""empath""}, {""id"": ""fool""}, {""id"": ""atheist""}, {""id"": ""tinker""}, {""id"": ""recluse""}, {""id"": ""cerenovus""}, {""id"": ""boomdandy""}, {""id"": ""shabaloth""}, {""id"": ""harlot""}, {""id"": ""scapegoat""}, {""id"": ""toymaker""}]",14
1292,A Minor Dispute,"noble,chef,empath,oracle,virgin,slayer,recluse,drunk,riot",teensy,"[{""id"": ""_meta"", ""name"": ""A Minor Dispute""}, {""id"": ""noble""}, {""id"": ""chef""}, {""id"": ""empath""}, {""id"": ""oracle""}, {""id"": ""virgin""}, {""id"": ""slayer""}, {""id"": ""recluse""}, {""id"": ""drunk""}, {""id"": ""riot""}]",9
